Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,335.3500061035156,338.0,329.7799987792969,334.75,328.1208190917969,28865100
2022-01-04,334.8299865722656,335.20001220703125,326.1199951171875,329.010009765625,322.4945983886719,32674300
2022-01-05,325.8599853515625,326.07000732421875,315.9800109863281,316.3800048828125,310.1146240234375,40054300
2022-01-06,313.1499938964844,318.70001220703125,311.489990234375,313.8800048828125,307.6641540527344,39646100
2022-01-07,314.1499938964844,316.5,310.0899963378906,314.0400085449219,307.8210144042969,32720000
2022-01-10,309.489990234375,314.7200012207031,304.69000244140625,314.2699890136719,308.04644775390625,44289500
2022-01-11,313.3800048828125,316.6099853515625,309.8900146484375,314.9800109863281,308.74237060546875,29386800
2022-01-12,319.6700134277344,323.4100036621094,317.0799865722656,318.2699890136719,311.9672546386719,34372200
2022-01-13,320.4700012207031,320.8800048828125,304.0,304.79998779296875,298.7640075683594,45366000
2022-01-14,304.25,310.82000732421875,303.75,310.20001220703125,304.0570068359375,39846400
2022-01-18,304.07000732421875,309.79998779296875,301.739990234375,302.6499938964844,296.6565856933594,42333200
2022-01-19,306.2900085449219,313.9100036621094,302.70001220703125,303.3299865722656,297.3230895996094,45933900
2022-01-20,309.07000732421875,311.6499938964844,301.1400146484375,301.6000061035156,295.6273193359375,35380700
2022-01-21,302.69000244140625,304.1099853515625,295.6099853515625,296.0299987792969,290.16766357421875,57984400
2022-01-24,292.20001220703125,297.1099853515625,276.04998779296875,296.3699951171875,290.5008850097656,85731500
2022-01-25,291.5199890136719,294.989990234375,285.1700134277344,288.489990234375,282.7770080566406,72848600
2022-01-26,307.989990234375,308.5,293.0299987792969,296.7099914550781,290.8341979980469,90428900
2022-01-27,302.6600036621094,307.29998779296875,297.92999267578125,299.8399963378906,293.9021911621094,53481300
2022-01-28,300.2300109863281,308.4800109863281,294.45001220703125,308.260009765625,302.15545654296875,49743700
2022-01-31,308.95001220703125,312.3800048828125,306.3699951171875,310.9800109863281,304.8216247558594,46444500
2022-02-01,310.4100036621094,310.6300048828125,305.1300048828125,308.760009765625,302.64556884765625,40950400
2022-02-02,309.6300048828125,315.1199951171875,308.8800048828125,313.4599914550781,307.25244140625,36636000
2022-02-03,309.489990234375,311.2300109863281,299.9599914550781,301.25,295.2842712402344,43730000
2022-02-04,300.2099914550781,308.79998779296875,299.9700012207031,305.94000244140625,299.88140869140625,35096500
2022-02-07,306.1700134277344,307.8399963378906,299.8999938964844,300.95001220703125,294.990234375,28533300
2022-02-08,301.25,305.55999755859375,299.95001220703125,304.55999755859375,298.5287780761719,32421200
2022-02-09,309.8699951171875,311.92999267578125,307.3900146484375,311.2099914550781,305.04705810546875,31284700
2022-02-10,304.0400085449219,309.1199951171875,300.70001220703125,302.3800048828125,296.3919372558594,45386200
2022-02-11,303.19000244140625,304.2900085449219,294.2200012207031,295.0400085449219,289.197265625,39175600
2022-02-14,293.7699890136719,296.760009765625,291.3500061035156,295.0,289.1580810546875,36359500
2022-02-15,300.010009765625,300.79998779296875,297.0199890136719,300.4700012207031,294.51971435546875,27058300
2022-02-16,298.3699951171875,300.8699951171875,293.67999267578125,299.5,294.1759338378906,29982100
2022-02-17,296.3599853515625,296.79998779296875,290.0,290.7300109863281,285.56182861328125,32461600
2022-02-18,293.04998779296875,293.8599853515625,286.30999755859375,287.92999267578125,282.8116149902344,34264000
2022-02-22,285.0,291.5400085449219,284.5,287.7200012207031,282.6053771972656,41736100
2022-02-23,290.17999267578125,291.70001220703125,280.1000061035156,280.2699890136719,275.2878112792969,37811200
2022-02-24,272.510009765625,295.1600036621094,271.5199890136719,294.5899963378906,289.3532409667969,56989700
2022-02-25,295.1400146484375,297.6300048828125,291.6499938964844,297.30999755859375,292.02484130859375,32546700
2022-02-28,294.30999755859375,299.1400146484375,293.0,298.7900085449219,293.47857666015625,34627500
2022-03-01,296.3999938964844,299.9700012207031,292.1499938964844,294.95001220703125,289.7068786621094,31217800
2022-03-02,295.3599853515625,301.4700012207031,293.70001220703125,300.19000244140625,294.85369873046875,31873000
2022-03-03,302.8900146484375,303.1300048828125,294.04998779296875,295.9200134277344,290.65960693359375,27314500
2022-03-04,294.2900085449219,295.6600036621094,287.1700134277344,289.8599853515625,284.70733642578125,32356500
2022-03-07,288.5299987792969,289.69000244140625,278.5299987792969,278.9100036621094,273.95196533203125,43157200
2022-03-08,277.79998779296875,283.9599914550781,270.0,275.8500061035156,270.9464111328125,48159500
2022-03-09,283.44000244140625,289.6000061035156,280.7799987792969,288.5,283.3714904785156,35204500
2022-03-10,283.0199890136719,286.6000061035156,280.5799865722656,285.5899963378906,280.5132141113281,30628000
2022-03-11,287.9599914550781,289.510009765625,279.42999267578125,280.07000732421875,275.09136962890625,27209300
2022-03-14,280.3399963378906,285.3999938964844,275.82000732421875,276.44000244140625,271.52587890625,30660700
2022-03-15,280.3500061035156,287.82000732421875,278.7300109863281,287.1499938964844,282.0455322265625,34245100
2022-03-16,289.1099853515625,294.57000732421875,283.20001220703125,294.3900146484375,289.1568298339844,37826300
2022-03-17,293.2900085449219,295.6099853515625,289.3699951171875,295.2200012207031,289.9720764160156,30816600
2022-03-18,295.3699951171875,301.0,292.7300109863281,300.42999267578125,295.0894470214844,43390600
2022-03-21,298.8900146484375,300.1400146484375,294.8999938964844,299.1600036621094,293.8420104980469,28351200
2022-03-22,299.79998779296875,305.0,298.7699890136719,304.05999755859375,298.6548767089844,27599700
2022-03-23,300.510009765625,303.2300109863281,297.7200012207031,299.489990234375,294.1661376953125,25715400
2022-03-24,299.1400146484375,304.20001220703125,298.32000732421875,304.1000061035156,298.6941833496094,24484500
2022-03-25,305.2300109863281,305.5,299.2900085449219,303.67999267578125,298.2816162109375,22566500
2022-03-28,304.3299865722656,310.79998779296875,304.3299865722656,310.70001220703125,305.1768493652344,29578200
2022-03-29,313.9100036621094,315.82000732421875,309.04998779296875,315.4100036621094,309.80316162109375,30393400
2022-03-30,313.760009765625,315.95001220703125,311.5799865722656,313.8599853515625,308.28070068359375,28163600
2022-03-31,313.8999938964844,315.1400146484375,307.8900146484375,308.30999755859375,302.8293762207031,33422100
2022-04-01,309.3699951171875,310.1300048828125,305.5400085449219,309.4200134277344,303.9196472167969,27110500
2022-04-04,310.0899963378906,315.1099853515625,309.7099914550781,314.9700012207031,309.3709716796875,24289600
2022-04-05,313.2699890136719,314.8699951171875,309.8699951171875,310.8800048828125,305.35369873046875,23156700
2022-04-06,305.19000244140625,307.0,296.7099914550781,299.5,294.1759338378906,40110400
2022-04-07,296.6600036621094,303.6499938964844,296.3500061035156,301.3699951171875,296.0127258300781,31411200
2022-04-08,300.44000244140625,301.1199951171875,296.2799987792969,296.9700012207031,291.6909484863281,24361900
2022-04-11,291.7900085449219,292.6099853515625,285.0,285.260009765625,280.1891174316406,34569300
2022-04-12,289.239990234375,290.739990234375,280.489990234375,282.05999755859375,277.0459899902344,30966700
2022-04-13,282.7300109863281,288.5799865722656,281.29998779296875,287.6199951171875,282.5071105957031,21907200
2022-04-14,288.0899963378906,288.30999755859375,279.32000732421875,279.8299865722656,274.8556213378906,28221600
2022-04-18,278.9100036621094,282.4599914550781,278.3399963378906,280.5199890136719,275.5333251953125,20778000
2022-04-19,279.3800048828125,286.1700134277344,278.4100036621094,285.29998779296875,280.2283935546875,22297700
2022-04-20,289.3999938964844,289.70001220703125,285.3699951171875,286.3599853515625,281.2695007324219,22906700
2022-04-21,288.5799865722656,293.29998779296875,280.05999755859375,280.80999755859375,275.8182067871094,29454600
2022-04-22,281.67999267578125,283.20001220703125,273.3800048828125,274.0299987792969,269.1587219238281,29405800
2022-04-25,273.2900085449219,281.1099853515625,270.7699890136719,280.7200012207031,275.7298278808594,35678900
